dataName,friendlyName,orgType,tier,homeRegionMapTemplateName,randomized,takeoverDefense,allowedOnMarket,requiresNationality,requiredOwnerTraits/0,affinities/0,restricted/0,costMoney,costInfluence,costOps,chanceIncomeMoney,incomeMoney,chanceIncomeInfluence,incomeInfluence,chanceEspionage,espionage,chanceSecurity,security,chanceSpoilsBonus,spoilsBonus,iconResource,chanceIncomeOps,incomeOps,chanceInvestigation,investigation,chanceOppressionBonus,oppressionBonus,missionsGrantedNames/0,missionsGrantedNames/1,missionsGrantedNames/2,missionsGrantedNames/3,chanceCommand,command,minScenarioYear,chanceIncomeResearch,incomeResearch,chanceSpaceDevBonus,spaceDevBonus,chanceSpaceflightBonus,spaceflightBonus,chanceMCBonus,MCBonus,chanceMiningBonus,miningBonus,techBonuses/0/category,techBonuses/0/bonus,affinities/1,restricted/1,restricted/2,restricted/3,chancePersuasion,persuasion,grantsMarked,chanceAdministration,administration,chanceScience,science,chanceUnityBonus,unityBonus,chanceKnowledgeBonus,knowledgeBonus,prohibitedOwnerTraits/0,projectsGranted,chanceMilitaryBonus,militaryBonus,chanceIncomeMissionControl,incomeMissionControl,chanceEconomyBonus,economyBonus,chanceIncomeBoost,incomeBoost,chanceEnvironmentBonus,environmentBonus,chanceWelfareBonus,welfareBonus,restricted/4,restricted/5,restricted/6,randCostMoney,randIncomeMoney,requiredTechName,randOppressionBonus,randIncomeOps,randCostInfluence,randCommand,randEspionage,randMilitaryBonus,randSpaceflightBonus,randMCBonus,randIncomeBoost,randIncomeMissionControl,randIncomeResearch,randSpaceDevBonus,randScience,randAdministration,randInvestigation,randSecurity,randIncomeInfluence,randEconomyBonus,randSpoilsBonus,randKnowledgeBonus,randWelfareBonus,randUnityBonus,randPersuasion,chanceGovernmentBonus,governmentBonus,randGovernmentBonus,randCostOps,randEnvironmentBonus,costBoost,randCostBoost,randMiningBonus,affinities/2
Org_KS82,Crossing Rivers For Humanity,InformationTechnology,2,map_Cascadia,false,,true,false,,Resist,Cooperate,250,,,100,2,100,2,25,1,,,,,orglogos/Crossing_Rivers_For_Humanity,,,,,,,,,,,,,,100,10,,,,,,,,,InformationScience,0.02,Destroy,Appease,Exploit,Submit,100,1,,,,100,1,,,,,,,,,,,,,,,,,,,,,,250,3,,,,,,,,,,,,10,,,,,,2,,,,,,,,,,,,,,,
Org_KS140,The OLIVER Project,Research,2,map_England,false,,true,false,,Cooperate,Resist,250,,,,,,,,,,,,,orglogos/Oliver_Project,,,100,1,,,DetectCouncilActivity,StealProject,InvestigateAlienActivity,,,,,100,20,,,,,,,,,InformationScience,0.02,Escape,Destroy,Appease,Submit,,,,25,3,100,1,,,,,,2,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS426,The Templin Institute,Investigations,3,map_Prairies,false,,true,false,,Resist,Appease,500,,,,,,,,,,,,,orglogos/Templin_Institute,,,100,3,,,,,,,,,,100,10,,,,,,,,,SocialScience,0.05,Destroy,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,WeAreNotAlone,,,,,,,,,,,10,,,,1,,,,,,,,,,,,,,,,,Exploit
Org_KS2292,SGI,Security,3,map_California,false,,true,false,,Resist,Escape,500,,,,,,,50,1,100,2,,,orglogos/SGI,100,3,,,,,,,,,100,2,,100,10,,,,,,,,,MilitaryScience,0.03,Destroy,Appease,Submit,,,,,,,,,,,,,,,,,50,1,,,,,,,,,,,,500,,TerrestrialMilitaryScience,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS2470,Mechanised Motor Supplies,Engineering,3,map_England,false,,true,false,,Resist,,1000,,,100,15,100,1,,,100,3,,,orglogos/MMS,25,1,,,,,Advise,Stabilize,,,25,1,,,,,,,,,,,,MilitaryScience,0.03,Destroy,,,,,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,500,20,AugmentedReality,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,Escape
Org_KS2786,Wolfhound Forge Corp,Engineering,1,map_Germany,false,,true,false,,Resist,Appease,50,,,100,5,,,,,100,1,,,orglogos/Wolfhound_Forge_Corp,25,1,,,,,,,,,,,,,,,,,,,,,,MilitaryScience,0.01,Cooperate,Submit,,,,,,,,100,1,,,,,,1,,,,,,,,,,,,,,,,50,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS2070,Schinhofen Books,Influence,1,map_California,false,,true,false,,Escape,Destroy,25,,,,,100,2,,,,,,,orglogos/Schinhofen_Books,,,,,,,,,,,,,,,,,,,,,,,,,,,Appease,Exploit,Submit,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Org_KS3404,CE Heavy Industries Inc.,Engineering,2,map_Germany,false,,true,false,,Destroy,Appease,500,,,50,1,,,,,50,1,,,orglogos/CE_Heavy_Industries,,,,,,,Advise,HostileTakeover,,,,,,,,,,,,,,,,Energy,0.03,Escape,Submit,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,500,14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Exploit
Org_KS1916,Intrepid Consulting,BusinessManagement,1,map_Scotland,false,,true,false,,Cooperate,Escape,750,,,100,2,,,,,,,,,orglogos/Intrepid_Consulting,,,,,,,Advise,HostileTakeover,,,,,,,,,,,,,,,,Materials,0.01,Appease,Submit,,,,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS888,Truculent Logistics,Commercial,2,map_Italy,false,,true,false,,Resist,Appease,250,,,50,1,,,100,1,100,2,,,orglogos/Truculent_Logistics,100,2,,,,,,,,,,,,,,,,,,,,,,MilitaryScience,0.02,Destroy,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate
Org_KS847,Free Federation of Industrial Workers,Engineering,2,map_NewEngland,false,,true,false,,Resist,Destroy,,100,,,,100,2,,,,,,,orglogos/Free_Federation_Of_Industrial_Workers,,,,,,,Propaganda,,,,,,,,,,,,,,,,,,,Cooperate,Exploit,Submit,,100,2,,100,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,Escape
Org_KS4219,Filfla Aeronautics,Engineering,2,map_Naples,false,,true,false,,Resist,Destroy,350,,,,,,,,,,,,,orglogos/Filfla_Aeronautics,,,,,,,ControlSpaceAsset,Advise,,,,,,50,1,,,,,,,,,SpaceScience,0.02,Cooperate,Appease,Submit,,,,,100,3,100,1,,,,,,1,,,100,1,,,100,1,,,,,,,,350,,AdvancedChemicalRocketry,,,,,,,,,,,9,,,1,,,,,,,,,,,,,,,,,,Escape
Org_KS1480,Pelican Nanomedicine,Research,2,map_HighPlains,false,,true,false,,,,250,,,50,1,50,1,,,,,,,orglogos/Pelican_Nanomedecine,,,,,,,,,,,,,,100,20,,,,,,,,,LifeScience,0.1,,,,,,,,,,100,3,,,,,,,,,,,,,,,,,,,,,,250,14,Cybernetics,,,,,,,,,,,10,,,,,,1,,,,,,,,,,,,,,,
Org_KS612,Hexahedron Processing & Production,Commercial,2,map_NewYork,false,,true,false,,Cooperate,,250,,,100,50,,,,,,,,,orglogos/HPP,,,,,,,Inspire,,,,,,,,,,,,,,,,,,,Escape,,,,,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,250,30,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Org_KS3987,East Garden Genetics,Commercial,1,map_Ontario,false,,true,false,,Cooperate,,50,,,100,10,,,,,,,,,orglogos/East_Garden_Genetics,,,,,,,,,,,,,,50,1,,,,,,,,,LifeScience,0.01,Escape,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,50,10,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS4248,steak4all,Commercial,2,map_California,false,,true,false,,Cooperate,,500,,,100,35,50,1,25,1,,,,,orglogos/Steak4all,,,25,1,,,Advise,,,,,,,50,1,,,,,,,,,InformationScience,0.02,Appease,,,,25,1,,100,3,25,1,,,,,,1,,,,,,,,,,,,,,,,500,25,PhotonicComputing,,,,,,,,,,,9,,,1,,,2,,,,,,,,,,,,,,,Submit
Org_KS3845,Hyjinks' Minions,Security,2,map_HighPlains,false,,true,false,,Resist,Destroy,250,,,100,3,,,,,,,,,orglogos/HM,100,2,100,1,,,AssaultAlienAsset,Protect,Stabilize,,100,1,,,,,,,,,,,,,,Cooperate,Exploit,Submit,,,,,25,3,,,,,,,,,,,,,,,,,,,,,,,,250,4,ArrivalSecurity,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escape
Org_KS2688,Espero,Aerospace,2,map_Texas,false,,true,true,,Resist,Appease,350,,,50,1,,,,,,,,,orglogos/Espero,,,,,,,,,,,,,,,,,,,,,,,,,,Destroy,Submit,Alien,,,,,100,3,100,1,,,,,,,,,,,,,100,1,,,,,,,,250,14,SpaceMiningandRefining,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,Exploit
Org_KS1487,Pax Robotica,Security,2,map_Shenandoah,false,,true,true,,Resist,Cooperate,250,,,,,,,50,1,100,2,,,orglogos/Pax_Robotica,100,2,,,,,AssaultAlienAsset,Assassinate,Coup,Stabilize,100,1,,,,,,,,,,,,,,Appease,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,AugmentedReality,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS2034,The Sex Change Company,Research,1,map_Cascadia,false,,true,false,,,,50,,,50,1,,,,,,,,,orglogos/Sex_Change_Company,,,,,,,,,,,,,,100,10,,,,,,,,,LifeScience,0.05,,,,,25,1,,,,100,1,,,,,,,,,,,,,,,,,,,,,,50,4,Biotechnology,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
Org_KS2577,Environmental Preservation Union,NGO,3,map_Shenandoah,false,,true,false,,Resist,Escape,,200,,25,1,100,2,,,,,,,orglogos/EPU,,,,,,,Advise,,,,,,,100,20,,,,,,,,,LifeScience,0.03,Destroy,Submit,,,100,2,,,,100,2,,,,,,,,,,,,,,,100,0.02,,,,,,,14,ArrivalInternationalDevelopment,,,100,,,,,,,,10,,,,,,3,,,,,,,,,,,0.02,,,,Cooperate
Org_KS2400,Formosa Industries,Engineering,3,map_Taiwan,false,,true,true,,Resist,Appease,1000,,,,,,,,,,,,,orglogos/Formosa_Industries,,,,,,,SabotageProject,,,,,,,100,20,,,,,,,,,Materials,0.03,Destroy,Exploit,Submit,,,,,100,4,100,2,,,,,,2,,,,,,,,,,,,,,,,500,,ArrivalEconomics,,,,,,,,,,,10,,,1,,,,,,,,,,,,,,,,,,Cooperate
Org_KS225,Fifth Column,Influence,2,map_EastGermany,false,,true,false,,Exploit,,250,100,,25,1,100,3,100,1,,,,,orglogos/Fifth_Column,100,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,ArrivalInternationalRelations,,1,50,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Org_KS169,Ughxalt,Security,2,map_NewZealand,false,,true,false,,,,250,100,5,25,1,25,1,100,1,33,1,,,orglogos/Ughxalt,100,2,33,1,,,Coup,Unrest,,,,,,25,1,,,,,,,,,MilitaryScience,0.02,,,,,33,1,,,,100,1,,,,,,,,,,,,,,,,,,,,,,250,4,WeAreNotAlone,,1,50,,,,,,,,4,,,,,,2,,,,,,,,,,5,,,,,
Org_KS1832,Solaris Automated Industries,Aerospace,3,map_BritishWestIndies,false,,true,false,,Resist,Cooperate,1000,,,50,1,,,,,,,,,orglogos/Solaris_Automated_Industries,,,,,,,,,,,,,,,,,,,,,,,,,,Escape,Appease,Submit,,,,,,,100,3,,,,,,1,,,,,,,100,1,,,,,,,,1000,9,AppliedArtificialIntelligence,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Org_KS396,SpaceTech,Aerospace,3,map_Texas,false,,true,false,,Resist,Cooperate,1500,,,,,,,,,,,,,orglogos/SpaceTech,,,,,,,,,,,,,,100,20,,,,,,,,,Energy,0.03,Destroy,Appease,Submit,Alien,,,,,,100,3,,,,,,,,,,,,,100,1,,,,,,,,1000,,AdAstra,,,,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,,Escape
Org_KS3811,The DeSeer Foundation,NGO,1,map_England,false,,true,false,,Resist,Escape,,25,,50,1,100,2,25,1,,,,,orglogos/DeSeer_Foundation,,,,,,,,,,,,,,,,,,,,,,,,LifeScience,0.01,Destroy,Appease,Submit,,25,1,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,25,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Cooperate
Org_KS613,Aegis Defense Division,Security,2,map_Shenandoah,false,,true,false,,Resist,Appease,1000,,,,,100,1,,,100,2,,,orglogos/Aegis_Defense_Division,100,2,,,,,,,,,100,1,,,,,,,,,,,,,,Destroy,Exploit,Submit,Alien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Escape
Org_KS2176,Whitefang Industries,Aerospace,3,map_California,false,,true,false,,Resist,,2000,,,,,,,,,,,,,orglogos/Whitefang_Industries,,,,,,,,,,,,,,,,,,,,,,,,SpaceScience,0.03,Escape,,,,,,,100,4,100,2,,,,,,,,,,,,,100,1,,,,,,,,1000,,AdvancedChemicalRocketry,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,Exploit
Org_KS236,Apiary Development Science,Engineering,2,map_Lyon,false,,true,false,,Destroy,Submit,250,,,,,,,,,75,1,,,orglogos/Apiary_Development_Science,,,,,,,,,,,,,,100,10,,,,,,,,,LifeScience,0.02,Cooperate,,,,,,,,,100,2,,,,,,1,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,Escape
Org_KS4094,Babylon's Tower,Sect,3,map_Tehran,false,,true,false,,,,250,100,,,,,,,,,,,,orglogos/Babylon_Tower,100,2,,,,,,,,,,,,100,5,,,,,,,,,,,,,,,,,,,,100,3,,,,,,,,,,,,,,,,,,,,,,250,,ArrivalCulture,,1,100,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
Org_KS2409,Harper Analytics and Logistics,Influence,2,map_NewYork,false,,true,false,,Resist,Appease,500,,,,,,,,,,,,,orglogos/HAAL,,,,,,,Advise,Stabilize,Propaganda,,,,,,,,,,,,,,,SocialScience,0.02,Destroy,Exploit,Submit,,100,1,,100,3,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Cooperate
Org_KS1747,Second Chance,Security,2,map_Germany,false,,true,false,,Resist,Appease,350,,,,,,,,,100,3,,,orglogos/Second_Chance,100,2,50,1,,,Assassinate,AssaultAlienAsset,Coup,Detain,,,,,,,,,,,,,,MilitaryScience,0.02,Cooperate,Exploit,Submit,Alien,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,TerrestrialMilitaryScience,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escape
Org_KS2112,Wynford Media Group,Influence,2,map_NorthernIreland,false,,true,false,,,,500,,,100,5,100,4,,,,,,,orglogos/Wynford_Media_Group,,,,,,,Propaganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,5,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Org_KS4203,Libertatem Terrae,Aerospace,2,map_Sweden,false,,true,true,,Resist,Appease,350,,,,,,,,,,,,,orglogos/Libertatem_Terrae,,,,,,,,,,,,,,,,,,,,,,,,Energy,0.02,Destroy,Exploit,Submit,,,,,,,100,2,,,,,,1,,,100,2,,,100,1,,,,,,,,250,,AdvancedChemicalRocketry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate
Org_KS580,Reddington Agency,Investigations,2,map_England,false,,true,false,,Resist,Cooperate,350,,,,,100,1,25,1,,,,,orglogos/Reddington_Agency,100,2,100,2,,,,,,,,,,25,1,,,,,,,,,,,Destroy,Appease,Submit,Alien,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,1,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,Escape
Org_KS991,Iron Rose Media,Influence,2,map_Shenandoah,false,,true,false,,Resist,Destroy,350,,,,,100,3,,,,,,,orglogos/Iron_Rose_Media,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Appease,Exploit,Submit,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Escape
Org_KS1207,Laguna Foundation,Influence,2,map_California,false,,true,false,,Cooperate,Destroy,350,,,50,1,100,3,,,,,,,orglogos/Laguna_Foundation,,,,,,,GainInfluence,Stabilize,Propaganda,Turn,,,,100,10,,,,,,,,,SocialScience,0.02,Escape,Submit,,,100,1,,100,3,,,,,,,,,,,,,,,,,,,,,,,,250,9,,,,,,,,,,,,10,,,1,,,3,,,,,,,,,,,,,,,Appease
Org_KS4322,Kinetic Pressure Control Limited,Engineering,2,map_Texas,false,,true,false,,Resist,,250,,,,,,,,,,,,,orglogos/Kinetic_Pressure_Control_Limited,,,,,,,Advise,,,,,,,,,,,,,,,,,Materials,0.02,Cooperate,,,,,,,,,100,2,,,,,,2,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escape
Org_KS2568,Ryan & Company,BusinessManagement,2,map_England,false,,true,false,,Resist,Destroy,1250,,,100,2,100,1,,,,,,,orglogos/Ryan_Co,,,,,,,Advise,,,,,,,,,,,,,,,,,SocialScience,0.02,Cooperate,Submit,,,100,1,,100,6,,,,,,,,,,,,,,,,,,,,,,,,500,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Escape
Org_KS4388,Perun,Research,2,map_NewSouthWales,false,,true,false,,Resist,Submit,250,,,,,100,2,,,,,,,orglogos/Perun,,,,,,,Propaganda,,,,,,,100,20,,,,,,,,,SocialScience,0.05,Destroy,Appease,,,,,,,,100,2,,,,,,,100,0.01,100,1,,,,,,,,,,,,250,,,,,,,,0.01,,,,,10,,,,,,,,,,,,,,,,,,,,,Escape
Org_KS4431,Orbital Resource Extraction Inc.,Resource,3,map_RustBelt,false,,true,false,,Resist,Submit,1250,,,100,10,,,,,100,2,,,orglogos/OrbitalResourceExtractionInc,,,,,,,SeizeSpaceAsset,,,,,,,,,,,,,,,100,0.07,Energy,0.02,Escape,Appease,,,,,,,,100,1,,,,,,1,,,,,,,100,1,,,,,,,,500,5,SpaceCommerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,Exploit
Org_KS4464,KazKo Industries,Criminal,2,map_Almaty,false,,true,true,Criminal,Resist,Submit,500,,,100,7,,,,,100,1,,,orglogos/KazKo_Industries,,,,,,,Assassinate,Coup,,,,,,,,,,,,,,,,,,Destroy,Appease,,,,,,,,,,,,,,,,,,100,2,,,,,,,,,,,,250,7,AdvancedChemicalRocketry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS4495,Croslea Biotech,Research,2,map_Ontario,false,,true,false,,Resist,Submit,350,,,100,1,,,,,,,,,orglogos/Croslea_Biotech,,,,,,,,,,,,,,100,20,,,,,,,,,LifeScience,0.05,Cooperate,,,,100,1,,100,3,100,2,,,50,0.01,,,,,,,,,,,,,50,0.01,,,,250,9,,,,,,,,,,,,10,,,,,,,,,0.01,0.03,,,,,,,,,,,Exploit
Org_KS4494,Jolt Games,Commercial,1,map_NewSouthWales,false,,true,false,,Resist,Alien,50,,,100,1,100,1,,,,,,,orglogos/Jolt_Games,,,,,,,AssaultAlienAsset,,,,100,1,,,,,,,,,,,,,,Destroy,Appease,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Escape
Org_KS4496,Door Inc.,Research,2,map_RockyMountains,false,,true,false,,Destroy,Exploit,350,,,100,1,,,,,,,,,orglogos/Door_Inc,,,,,,,HostileTakeover,Stabilize,,,,,,100,10,,,,,,,,,SocialScience,0.04,Cooperate,Submit,,,,,,100,3,100,2,,,50,0.01,,1,,,,,,,,,,,,,,,,350,9,,,,,,,,,,,,10,,,,,,,,,0.01,,,,,,,,,,,,Escape
Org_KS4503,Mogul Intelligence Broker,Investigations,2,map_California,false,,true,false,,Resist,,350,,,,,,,100,2,,,,,orglogos/Mogul_Intelligence_Broker,100,1,100,2,,,StealProject,,,,,,,,,,,,,,,,,,,Destroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploit
Org_KS4482,Arcturus Heavy Industries,Engineering,2,map_England,false,,true,false,,Resist,,1000,,,100,5,,,,,,,,,orglogos/Arcturus_Heavy_Industries,,,,,,,,,,,,,,25,1,,,100,0.02,,,100,0.04,SpaceScience,0.01,Escape,,,,,,,,,100,1,,,,,,1,,,,,,,25,1,,,,,,,,500,10,MissiontoMars,,,,,,,0.01,,,,4,,,,,,,,,,,,,,,,,,,,0.02,Exploit
Org_KS4510,Energy Independence Initiative,Engineering,2,map_Texas,false,,true,false,,Resist,,250,,,100,2,,,,,,,,,orglogos/Energy Independence Initiative ,,,,,,,Advise,,,,,,,100,10,,,,,,,,,SocialScience,0.02,Cooperate,,,,100,1,,,,100,2,,,25,0.01,,1,,,,,,,,,100,0.02,,,,,,250,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,0.02,,,,Exploit
AdAstraGames,Ad Astra Games,Commercial,1,map_NewYork,false,,true,false,,Resist,,50,,,100,1,,,,,,,,,orglogos/AdAstraGames,,,,,,,Advise,,,,100,2,,100,1,,,,,,,,,MilitaryScience,0.01,Escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,OrbitalShipbuilding,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Org_KS3039,DragonTech IT Services,InformationTechnology,3,map_Dixie,false,,true,false,,Cooperate,Appease,1000,,,100,5,,,100,3,,,,,orglogos/DragonTechITServices,100,1,,,,,StealProject,SabotageProject,,,,,,100,10,,,,,,,,,InformationScience,0.03,Escape,Submit,,,,,,,,100,1,,,,,,,,,100,1,,,,,,,,,,,,500,5,AdvancedNeuralNetworks,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
Org_KS4440,Shimura-Suzumiya Conglomerate,Engineering,3,map_NorthHonshu,false,,true,false,,,,750,,,75,1,,,,,100,2,,,orglogos/ShimuraSuzumiyaConglomerate,,,,,,,,,,,,,,100,10,,,,,,,,,MilitaryScience,0.03,,,,,,,,,,100,2,,,,,,2,,,,,100,0.02,100,1,,,,,,,,250,9,,,,,,,,,,,,10,,,,,,,0.01,,,,,,,,,,,,,,
Org_KS4514,Shield Initative,Security,2,map_RockyMountains,false,,true,false,,Resist,Appease,500,,,50,1,50,2,,,100,2,,,orglogos/ShieldInitative,,,,,,,Stabilize,Advise,DefendInterests,,100,1,,100,5,,,,,,,,,MilitaryScience,0.02,Escape,Submit,Alien,,,,,,,100,1,,,,,,1,,,,,,,,,,,,,,,,250,4,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,Exploit
Org_KS4509,Children of the Cog,InformationTechnology,3,map_England,false,,true,false,,Resist,Appease,500,100,,,,100,2,,,,,,,orglogos/children_of_the_cog,,,100,2,,,InvestigateCouncilor,InvestigateAlienActivity,DetectCouncilActivity,,,,,100,5,,,100,0.01,,,,,Energy,0.01,Destroy,Submit,Cooperate,Alien,50,1,,,,100,2,,,,,,1,,,,,100,0.01,50,0.5,,,,,,,,500,,Cybernetics,,,100,,,,0.01,,,,5,,,,1,,3,,,,,,1,,,,,,,,,Exploit
Org_KS4515,Goddard Space Flight Center,Research,3,map_Shenandoah,false,,true,false,,Resist,,,160,,100,-50,,,,,,,,,orglogos/GSFC,,,,,,,,,,,,,,100,40,100,0.03,100,0.03,100,0.03,,,SpaceScience,0.15,Cooperate,,,,,,,,,100,2,,,100,0.02,Criminal,1,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escape
Org_KS3357,Far Horizons OU,Engineering,1,map_Estonia,false,,true,false,,Resist,Destroy,50,,,50,1,,,,,,,,,orglogos/Far_Horizons_OU,,,,,,,Advise,,,,,,,100,10,,,,,100,0.02,,,InformationScience,0.01,Cooperate,Exploit,Submit,,,,,,,100,1,,,,,,1,,,,,,,,,,,,,,,,50,9,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,Escape
